token,index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color,labels_short,type
206,206,"D89 Other disorders involving the immune mechanism, not elsewhere classified",559,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,D89,icdcodes
207,207,E01 Iodine-deficiency-related thyroid disorders and allied conditions,85,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E01,icdcodes
208,208,E02 Subclinical iodine-deficiency hypothyroidism,115,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E02,icdcodes
209,209,E03 Other hypothyroidism,30100,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E03,icdcodes
210,210,E04 Other non-toxic goitre,4190,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E04,icdcodes
211,211,E05 Thyrotoxicosis [hyperthyroidism],6343,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E05,icdcodes
212,212,E06 Thyroiditis,1052,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E06,icdcodes
213,213,E07 Other disorders of thyroid,1876,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E07,icdcodes
214,214,E10 Insulin-dependent diabetes mellitus,4050,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E10,icdcodes
215,215,E11 Non-insulin-dependent diabetes mellitus,32738,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E11,icdcodes
216,216,E12 Malnutrition-related diabetes mellitus,5,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E12,icdcodes
217,217,E13 Other specified diabetes mellitus,394,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E13,icdcodes
218,218,E14 Unspecified diabetes mellitus,20057,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E14,icdcodes
219,219,E15 Nondiabetic hypoglycaemic coma,27,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E15,icdcodes
220,220,E16 Other disorders of pancreatic internal secretion,3293,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E16,icdcodes
221,221,E20 Hypoparathyroidism,193,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E20,icdcodes
222,222,E21 Hyperparathyroidism and other disorders of parathyroid gland,1855,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E21,icdcodes
223,223,E22 Hyperfunction of pituitary gland,825,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E22,icdcodes
224,224,E23 Hypofunction and other disorders of pituitary gland,990,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E23,icdcodes
225,225,E24 Cushing's syndrome,188,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E24,icdcodes
226,226,E25 Adrenogenital disorders,29,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E25,icdcodes
227,227,E26 Hyperaldosteronism,138,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E26,icdcodes
228,228,E27 Other disorders of adrenal gland,1112,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E27,icdcodes
229,229,E28 Ovarian dysfunction,1819,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E28,icdcodes
230,230,E29 Testicular dysfunction,479,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E29,icdcodes
231,231,"E30 Disorders of puberty, not elsewhere classified",15,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E30,icdcodes
232,232,E31 Polyglandular dysfunction,18,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E31,icdcodes
233,233,E32 Diseases of thymus,32,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E32,icdcodes
234,234,E34 Other endocrine disorders,320,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E34,icdcodes
235,235,E35 Disorders of endocrine glands in diseases classified elsewhere,4,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E35,icdcodes
236,236,E41 Nutritional marasmus,14,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E41,icdcodes
237,237,E43 Unspecified severe protein-energy malnutrition,11,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E43,icdcodes
238,238,E44 Protein-energy malnutrition of moderate and mild degree,5,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E44,icdcodes
239,239,E45 Retarded development following protein-energy malnutrition,,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E45,icdcodes
240,240,E46 Unspecified protein-energy malnutrition,420,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E46,icdcodes
241,241,E50 Vitamin a deficiency,9,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E50,icdcodes
242,242,E51 Thiamine deficiency,47,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E51,icdcodes
243,243,E52 Niacin deficiency [pellagra],4,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E52,icdcodes
244,244,E53 Deficiency of other b group vitamins,3042,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E53,icdcodes
245,245,E54 Ascorbic acid deficiency,18,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E54,icdcodes
246,246,E55 Vitamin d deficiency,3799,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E55,icdcodes
247,247,E56 Other vitamin deficiencies,247,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E56,icdcodes
248,248,E58 Dietary calcium deficiency,39,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E58,icdcodes
249,249,E59 Dietary selenium deficiency,2,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E59,icdcodes
250,250,E60 Dietary zinc deficiency,19,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E60,icdcodes
251,251,E61 Deficiency of other nutrient elements,1028,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E61,icdcodes
252,252,E63 Other nutritional deficiencies,41,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E63,icdcodes
253,253,E64 Sequelae of malnutrition and other nutritional deficiencies,3,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E64,icdcodes
254,254,E65 Localised adiposity,116,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E65,icdcodes
255,255,E66 Obesity,35645,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E66,icdcodes
256,256,E67 Other hyperalimentation,10,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E67,icdcodes
257,257,E68 Sequelae of hyperalimentation,,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E68,icdcodes
258,258,E70 Disorders of aromatic amino-acid metabolism,57,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E70,icdcodes
259,259,E71 Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,12,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E71,icdcodes
260,260,E72 Other disorders of amino-acid metabolism,78,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E72,icdcodes
261,261,E73 Lactose intolerance,398,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E73,icdcodes
262,262,E74 Other disorders of carbohydrate metabolism,345,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E74,icdcodes
263,263,E75 Disorders of sphingolipid metabolism and other lipid storage disorders,93,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E75,icdcodes
264,264,E76 Disorders of glycosaminoglycan metabolism,7,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E76,icdcodes
265,265,E77 Disorders of glycoprotein metabolism,20,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E77,icdcodes
266,266,E78 Disorders of lipoprotein metabolism and other lipidaemias,92742,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E78,icdcodes
267,267,E79 Disorders of purine and pyrimidine metabolism,427,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E79,icdcodes
268,268,E80 Disorders of porphyrin and bilirubin metabolism,1406,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E80,icdcodes
269,269,E83 Disorders of mineral metabolism,5775,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E83,icdcodes
270,270,E84 Cystic fibrosis,111,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E84,icdcodes
271,271,E85 Amyloidosis,317,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E85,icdcodes
272,272,E86 Volume depletion,7017,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E86,icdcodes
273,273,"E87 Other disorders of fluid, electrolyte and acid-base balance",15861,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E87,icdcodes
274,274,E88 Other metabolic disorders,1114,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E88,icdcodes
275,275,"E89 Postprocedural endocrine and metabolic disorders, not elsewhere classified",2536,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,E89,icdcodes
276,276,F00 Dementia in alzheimer's disease,1341,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F00,icdcodes
277,277,F01 Vascular dementia,1028,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F01,icdcodes
278,278,F02 Dementia in other diseases classified elsewhere,567,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F02,icdcodes
279,279,F03 Unspecified dementia,2352,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F03,icdcodes
280,280,"F04 Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",19,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F04,icdcodes
281,281,"F05 Delirium, not induced by alcohol and other psychoactive substances",3691,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F05,icdcodes
282,282,F06 Other mental disorders due to brain damage and dysfunction and to physical disease,912,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F06,icdcodes
283,283,"F07 Personality and behavioural disorders due to brain disease, damage and dysfunction",180,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F07,icdcodes
284,284,F09 Unspecified organic or symptomatic mental disorder,391,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F09,icdcodes
285,285,F10 Mental and behavioural disorders due to use of alcohol,9391,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F10,icdcodes
286,286,F11 Mental and behavioural disorders due to use of opioids,255,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F11,icdcodes
287,287,F12 Mental and behavioural disorders due to use of cannabinoids,306,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F12,icdcodes
288,288,F13 Mental and behavioural disorders due to use of sedatives or hypnotics,217,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F13,icdcodes
289,289,F14 Mental and behavioural disorders due to use of cocaine,62,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F14,icdcodes
290,290,"F15 Mental and behavioural disorders due to use of other stimulants, including caffeine",60,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F15,icdcodes
291,291,F16 Mental and behavioural disorders due to use of hallucinogens,30,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F16,icdcodes
292,292,F17 Mental and behavioural disorders due to use of tobacco,34472,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F17,icdcodes
293,293,F18 Mental and behavioural disorders due to use of volatile solvents,7,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F18,icdcodes
294,294,F19 Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,243,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F19,icdcodes
295,295,F20 Schizophrenia,1043,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F20,icdcodes
296,296,F21 Schizotypal disorder,19,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F21,icdcodes
297,297,F22 Persistent delusional disorders,417,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F22,icdcodes
298,298,F23 Acute and transient psychotic disorders,236,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F23,icdcodes
299,299,F24 Induced delusional disorder,3,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F24,icdcodes
300,300,F25 Schizoaffective disorders,260,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F25,icdcodes
301,301,F28 Other nonorganic psychotic disorders,11,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F28,icdcodes
302,302,F29 Unspecified nonorganic psychosis,461,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F29,icdcodes
303,303,F30 Manic episode,385,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F30,icdcodes
304,304,F31 Bipolar affective disorder,1566,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F31,icdcodes
305,305,F32 Depressive episode,46169,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F32,icdcodes
306,306,F33 Recurrent depressive disorder,3026,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F33,icdcodes
307,307,F34 Persistent mood [affective] disorders,736,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F34,icdcodes
308,308,F38 Other mood [affective] disorders,129,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F38,icdcodes
309,309,F39 Unspecified mood [affective] disorder,722,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F39,icdcodes
310,310,F40 Phobic anxiety disorders,3145,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F40,icdcodes
311,311,F41 Other anxiety disorders,23991,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,F41,icdcodes
